battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
510,0,1.7,1,3,0,35,0.8,120,3,6,382,1228,2509,17,2,11,0,1,1,13122
966,0,2.0,0,8,1,34,0.5,118,2,10,214,1523,3534,18,17,11,1,1,1,32417
1438,1,1.8,0,3,0,16,0.6,169,8,7,859,867,2246,14,11,15,0,0,0,20401
1986,0,0.5,0,7,0,51,0.4,95,3,9,342,774,3165,5,0,13,1,0,0,35965
1907,0,2.0,0,13,0,55,0.9,105,7,15,713,1513,286,14,4,17,1,0,1,4704
1489,0,2.4,1,8,0,32,0.6,200,1,16,172,812,776,7,6,8,0,0,0,5130
1843,1,1.8,1,13,1,16,0.7,134,6,18,118,580,3213,15,14,15,1,1,0,38837
825,1,1.5,0,11,0,38,0.4,94,3,18,540,783,716,11,4,14,0,1,0,3740
1286,1,2.3,0,10,1,16,0.1,98,2,18,18,662,424,10,5,4,1,1,0,4714
840,0,0.6,0,0,1,63,0.8,137,7,19,987,1081,3486,12,8,18,1,1,0,40789
757,0,2.3,1,5,1,58,0.2,163,4,7,535,697,3237,19,12,9,1,0,1,22186
814,1,1.1,1,2,0,41,0.8,177,2,10,1092,1406,1944,16,6,12,1,0,0,13571
1195,1,1.1,1,2,1,8,0.9,80,6,6,327,1001,643,14,2,19,1,0,0,4689
767,0,0.8,0,7,1,10,0.5,107,4,12,517,1995,2317,6,0,12,1,1,1,21695
1068,0,1.3,0,6,1,52,0.1,97,8,7,994,1500,1436,16,1,15,1,0,0,11752
994,1,2.8,1,0,0,56,0.5,173,3,3,491,530,3190,5,2,20,1,1,1,21379
1550,1,2.5,0,6,0,21,0.8,133,2,11,268,832,2338,16,1,15,0,1,0,22585
1878,1,0.5,0,9,0,29,0.6,85,8,19,210,1026,1334,18,7,2,0,0,0,12080
623,0,2.0,0,2,0,6,0.1,127,3,4,144,672,3657,17,3,19,1,1,0,20647
1829,1,0.5,0,0,1,15,0.4,160,5,7,729,1267,2080,16,11,12,1,0,1,20089
525,0,2.4,1,11,0,35,0.8,190,7,20,82,670,1609,16,11,3,0,0,0,4634
1065,1,0.5,0,0,1,14,0.7,89,2,2,188,928,3078,10,1,18,1,0,1,22317
1425,0,1.2,0,9,1,35,0.7,127,8,14,150,1897,590,13,2,6,1,1,1,4863
1296,0,1.4,1,3,0,11,0.2,129,7,4,1222,1382,2552,19,8,10,1,1,1,21852
642,0,2.8,0,3,0,34,0.8,197,2,15,331,1011,3355,12,5,13,0,0,0,22149
1664,1,2.9,1,9,1,15,0.5,177,7,19,1178,1929,1968,12,7,9,1,0,0,24378
1498,1,0.7,0,3,1,8,0.1,170,7,4,347,1076,3358,7,3,19,1,0,0,36076
981,1,1.9,1,0,0,2,0.1,136,3,7,75,688,1539,19,12,19,0,0,0,5097
1236,1,2.8,0,6,1,32,0.3,143,4,18,492,1403,942,16,12,14,1,1,1,5036
1673,0,2.8,1,7,0,9,0.1,187,3,10,65,734,3669,9,1,10,1,0,1,32457
712,1,1.6,0,6,1,9,0.8,172,2,14,881,1234,3612,13,5,4,1,0,0,34636
569,1,0.5,1,10,1,4,0.8,170,3,19,351,1159,2351,8,7,10,1,1,0,11700
603,1,0.7,1,0,1,64,0.2,156,6,0,1842,1968,604,10,4,8,1,1,1,3434
1332,0,0.8,1,2,0,11,0.5,187,2,4,758,1165,1285,5,0,9,1,1,0,13207
1413,0,0.6,0,0,1,13,0.1,128,1,0,1323,1481,515,5,0,18,1,1,0,4781
1064,0,2.9,1,1,1,34,0.2,184,6,13,1175,1569,654,16,13,6,1,0,0,6367
1444,0,0.6,0,2,0,48,0.5,82,5,17,1092,1554,2540,17,2,15,1,1,1,38520
1366,1,1.7,1,5,1,53,0.2,161,5,9,647,1876,3869,17,5,14,1,0,1,36313
906,0,2.1,1,7,0,18,0.1,136,2,11,1102,1793,3412,13,8,16,1,0,0,38517
1554,0,2.7,1,3,1,47,0.7,185,5,12,319,1367,509,12,3,19,1,0,0,5085
1187,0,2.3,0,0,1,21,0.2,122,6,6,215,1125,2547,10,3,5,1,1,0,23089
1156,1,2.7,1,1,1,30,0.9,173,3,16,945,1913,2735,16,15,13,1,0,1,22315
1918,0,2.8,0,1,0,22,0.3,139,1,5,381,1203,1369,9,6,6,0,1,1,11138
841,1,0.5,1,8,0,39,0.1,199,6,13,546,828,2942,11,5,16,0,1,1,22783
730,1,1.3,1,6,0,6,0.9,167,7,10,1096,1155,2812,10,1,17,0,0,0,21932
878,1,1.3,0,13,1,31,0.5,153,4,18,575,618,3497,9,7,11,1,1,0,21690
1059,0,0.5,1,0,0,50,0.7,182,8,1,519,1545,619,5,3,18,0,1,1,4829
1578,0,2.9,0,8,0,3,0.9,200,1,20,342,670,3483,17,4,16,1,0,0,42027
1829,0,1.7,0,0,0,36,0.8,112,5,1,291,563,1475,11,4,7,0,0,0,10106
1132,0,1.0,0,0,0,8,0.1,157,1,4,1091,1293,1950,11,2,6,0,1,1,10982
1652,0,0.6,1,4,1,40,1.0,198,7,6,352,1084,3592,7,6,6,1,0,0,30216
912,0,0.5,1,0,0,58,0.3,107,5,1,165,1723,3573,17,3,20,1,1,0,43522
1181,0,2.3,0,12,1,61,0.6,116,2,16,385,831,2020,6,0,18,1,1,0,10259
1497,1,0.7,0,5,0,32,0.7,92,3,9,1920,1933,1329,6,1,7,1,1,0,18812
1790,1,2.3,1,3,1,49,0.5,100,3,11,396,1980,3568,6,2,18,1,0,1,34888
1742,1,1.6,0,3,0,49,0.8,100,1,9,1134,1469,1947,5,4,6,1,0,1,22600
1549,1,0.5,0,4,0,8,0.4,158,5,7,721,1514,1998,12,7,15,1,1,0,19868
1372,1,2.7,0,7,0,34,0.4,193,4,17,687,937,725,11,3,20,1,0,0,5720
1112,0,0.5,0,0,1,12,0.9,190,4,6,777,1119,3302,11,0,20,1,1,1,45702
1005,0,0.5,0,0,0,46,0.4,133,8,17,176,1556,3884,17,0,20,0,1,1,39691
783,1,1.7,1,9,1,27,0.3,150,6,11,458,1263,1185,15,4,6,1,1,1,6141
1698,0,2.5,0,10,1,26,0.4,105,2,18,485,1819,1656,5,3,17,1,0,1,18713
899,1,2.7,0,3,1,53,0.3,192,4,11,641,1638,2870,19,16,10,1,0,1,20252
1062,0,1.5,0,3,0,45,0.2,151,3,4,798,1435,911,14,2,9,0,0,0,4193
989,1,2.0,0,4,0,17,0.2,166,3,19,256,1394,3892,18,7,19,1,1,0,35690
1983,1,1.2,1,6,1,27,0.6,125,1,11,370,1197,3897,12,10,10,1,1,1,35726
1800,1,3.0,0,5,0,53,0.3,87,1,12,191,1108,656,14,10,18,0,0,1,3955
1254,0,1.7,0,0,1,45,0.4,146,3,3,1571,1956,606,7,2,2,1,1,1,11393
868,0,1.7,0,0,0,30,0.8,83,4,0,276,1026,1653,11,7,17,1,0,0,11491
1205,0,0.5,1,3,0,12,0.6,175,4,6,573,614,860,14,1,14,1,0,1,6947
1284,1,2.8,1,0,0,10,0.9,155,2,14,160,516,2197,16,2,9,0,1,1,12836
626,0,0.7,1,2,1,23,0.5,187,2,9,90,1334,3458,7,5,11,1,0,1,20870
1763,0,2.9,1,1,1,53,0.2,101,4,20,138,806,2066,12,9,17,1,1,1,12588
694,1,1.8,1,15,0,36,0.4,193,4,20,983,1230,3676,12,8,5,1,0,1,45947
1265,0,0.6,1,4,1,49,0.5,90,1,5,275,687,1518,16,11,8,1,0,1,11746
816,1,0.5,0,4,0,14,0.9,198,3,13,149,558,1018,17,10,15,1,0,0,4587
904,0,1.8,0,3,1,35,0.4,168,3,4,42,507,1360,15,12,11,1,0,0,4556
979,0,0.5,1,0,1,5,0.5,164,7,2,793,1670,3449,5,2,14,1,0,0,43771
1531,0,2.0,0,0,1,60,0.4,162,6,1,625,765,2524,13,11,7,1,0,0,19209
934,0,2.0,1,2,0,30,0.7,182,8,15,521,1190,703,10,8,7,0,0,1,4435
1624,1,2.6,1,0,0,58,1.0,200,3,11,1530,1744,1251,13,4,18,0,1,1,13220
874,0,1.3,0,5,0,8,0.5,185,1,20,442,1248,582,6,4,15,0,0,0,3845
1027,1,2.2,0,0,0,63,0.8,102,5,4,152,714,1732,8,5,13,0,1,1,12625
1966,0,0.8,1,15,1,48,0.2,144,1,16,1242,1973,1252,6,4,19,1,1,1,23389
1048,1,1.5,0,2,1,29,1.0,182,1,4,29,1670,2146,11,10,2,1,0,0,12174
1496,1,1.9,1,13,0,38,0.1,126,4,14,501,506,1927,17,4,6,0,0,1,15074
959,1,1.7,0,15,0,13,0.4,155,4,16,87,736,3328,10,9,10,1,1,1,19361
1349,1,2.2,1,5,0,55,0.1,105,7,7,648,1019,2462,15,7,17,1,0,1,19999
1689,1,2.4,1,0,1,13,0.9,168,2,9,521,674,1172,12,11,17,1,1,1,5291
1558,1,2.4,0,0,1,27,0.1,146,1,1,120,1409,3598,9,2,12,1,0,1,39966
582,0,0.5,1,3,0,27,0.2,168,3,10,985,1420,2437,19,2,2,1,1,1,22378
1485,0,2.8,0,3,1,44,0.1,138,4,14,341,774,3271,14,12,8,1,1,0,38108
1991,1,1.8,0,11,0,9,0.7,94,3,12,751,1377,1511,17,8,9,0,0,0,14319
553,0,0.5,1,2,1,23,0.5,119,3,3,993,1517,2981,7,3,14,1,0,0,18741
1231,0,0.7,1,2,0,7,0.9,113,1,7,43,1663,3119,9,4,15,1,1,0,37744
805,0,0.8,0,1,0,34,0.6,88,6,2,1262,1538,3647,18,11,9,1,0,1,37163
764,1,1.2,1,1,0,13,1.0,152,8,2,361,511,3148,18,7,6,1,1,0,20652
894,0,0.9,0,5,1,54,0.2,130,3,15,104,541,2829,11,5,13,1,0,1,21931
1589,0,2.6,0,9,0,46,0.4,84,3,16,618,940,2373,11,9,20,1,1,0,22456
1456,0,1.6,1,9,1,39,0.1,80,8,10,815,1666,3998,6,3,13,1,1,0,39122
743,0,0.5,1,0,1,33,0.3,95,2,1,1587,1659,316,19,10,4,1,0,0,4898
1061,1,2.1,0,3,1,52,0.1,109,7,4,138,1330,999,16,12,9,1,1,0,3586
1428,1,1.6,0,0,0,7,0.1,153,4,2,584,983,1808,12,8,13,0,1,0,12955
674,1,2.8,1,0,1,8,0.2,93,3,0,750,772,589,18,6,4,1,1,0,5612
832,0,1.1,0,0,1,46,0.3,93,6,0,820,1366,3317,8,0,19,1,1,0,35663
1625,1,0.5,1,2,1,50,0.1,107,8,17,8,1219,670,16,3,8,1,0,0,4273
907,0,1.4,1,3,0,42,0.2,151,1,16,171,507,584,11,9,6,1,0,0,3929
1631,0,0.5,0,2,1,13,0.5,166,2,16,960,1735,2173,12,3,8,1,1,0,18266
1584,1,1.3,0,6,0,41,0.6,135,4,15,160,1291,1561,10,5,17,0,0,1,11885
1382,1,0.5,0,7,1,13,0.3,199,2,18,612,719,2073,16,7,9,1,0,1,14298
633,1,1.4,0,0,1,46,0.7,102,6,10,709,1915,1401,19,14,11,1,1,0,14346
1444,1,2.1,0,9,0,38,0.4,104,7,16,624,917,3764,14,9,10,0,0,0,42481
852,1,1.6,1,6,1,54,0.4,147,5,7,538,730,1275,13,7,12,1,0,1,5444
922,1,0.7,0,0,1,47,1.0,157,8,14,1295,1808,1464,17,4,12,1,0,1,11044
1745,0,1.5,1,4,1,57,0.1,159,3,16,1164,1908,2885,13,11,5,1,1,1,45565
862,0,2.3,0,9,1,6,0.1,107,8,14,829,1977,3458,9,4,9,1,1,1,41651
1754,1,2.1,1,1,1,52,1.0,101,4,3,199,1452,3019,11,6,19,1,0,1,37119
1008,0,2.5,0,3,0,36,1.0,109,1,14,825,1972,1083,6,4,6,0,0,0,11775
1569,0,0.5,1,3,0,33,0.2,147,1,13,519,930,3538,18,1,15,1,0,1,34980
1596,0,2.9,1,7,0,7,0.7,149,2,9,169,1190,2493,14,12,13,1,1,1,24166
1807,1,0.5,1,2,1,61,0.1,134,6,6,1734,1968,3726,8,5,15,1,0,0,40880
1660,0,2.8,1,4,0,7,0.8,184,1,6,76,1165,1531,12,0,7,0,0,0,10224
1861,1,0.9,0,4,1,55,0.5,148,7,8,1698,1877,601,7,5,4,1,0,0,12038
648,0,1.9,1,4,0,8,1.0,91,5,19,819,1997,2991,8,7,4,0,0,1,22496
1379,0,0.5,1,1,0,19,0.3,134,8,17,387,671,3912,11,2,19,0,1,1,33534
1910,1,1.7,0,0,0,34,0.6,115,2,0,985,1284,309,8,4,10,0,0,1,5920
1807,0,2.0,1,0,1,13,0.5,155,8,0,970,974,323,9,3,3,1,1,1,3872
1923,0,0.5,1,7,0,46,0.5,191,1,10,767,1759,1489,10,9,3,1,1,1,11550
1345,1,3.0,0,7,1,38,0.1,162,3,11,512,1465,1322,9,2,15,1,0,0,11671
904,0,1.6,1,5,1,14,0.2,102,8,9,56,760,1846,7,0,3,1,0,1,12362
1239,0,1.2,1,5,1,52,0.9,122,2,10,590,661,417,8,0,6,1,0,1,4308
1330,0,0.9,0,6,1,52,0.8,84,4,12,462,1304,3269,19,6,8,1,1,0,37579
516,1,0.7,1,1,0,30,0.9,138,1,12,126,698,3731,17,13,15,0,0,0,21579
672,1,0.5,1,0,0,54,0.9,95,4,11,578,1143,667,17,8,14,0,0,0,5978
892,1,0.5,0,0,1,47,0.4,94,1,18,655,1782,1241,12,3,9,1,0,1,14915
1778,0,0.5,0,0,1,23,0.5,101,6,11,1028,1445,3941,19,6,13,1,0,0,43180
1130,1,2.5,0,4,1,58,0.1,132,5,14,88,1261,1018,17,1,16,1,0,0,6734
1359,0,0.6,0,4,0,59,0.3,86,2,6,1692,1902,3142,19,3,17,0,1,1,36130
1866,1,2.5,1,3,1,47,0.8,89,5,9,358,1782,1444,7,4,20,1,0,0,11153
1597,0,2.3,0,11,0,34,0.4,89,1,14,64,1667,934,16,10,9,0,1,0,6124
1046,1,2.8,1,0,1,58,0.2,100,8,0,259,1040,3863,17,12,9,1,1,1,38770
1035,0,0.6,1,2,1,44,0.5,99,3,3,236,1960,3506,14,5,12,1,1,0,42818
1175,1,1.3,0,2,0,19,0.3,164,7,9,873,1394,1944,9,4,9,1,1,0,12631
1261,1,0.5,1,0,1,11,0.2,90,4,0,858,1591,348,14,9,14,1,0,1,4322
1068,0,0.7,1,9,0,51,0.5,124,4,15,1405,1910,550,12,8,6,1,1,0,5255
1713,0,3.0,1,5,1,20,0.9,104,7,17,237,890,971,11,10,10,1,0,0,2937
1688,0,2.5,0,0,1,21,0.2,170,7,0,650,864,3984,17,14,8,1,1,1,38574
1413,1,0.5,1,4,1,45,0.4,104,5,6,1949,1994,2973,17,8,15,1,0,1,33361
559,1,0.5,0,10,0,11,0.4,82,5,14,541,823,2019,10,4,16,1,1,1,10937
1483,1,2.6,1,13,0,19,0.6,146,7,19,361,1552,1587,9,4,19,0,0,0,15927
860,1,1.6,1,13,0,48,0.5,187,7,18,335,1463,1870,17,2,18,1,0,0,10386
1090,0,1.3,1,5,0,27,0.1,91,4,16,1638,1910,1352,5,1,11,0,1,0,14007
686,1,0.5,0,11,0,3,0.3,91,6,15,1109,1392,570,7,6,19,0,1,0,5098
818,0,1.3,0,14,0,43,0.9,177,6,15,111,510,546,12,6,7,1,1,1,5068
1456,0,1.6,1,5,0,49,0.2,193,3,20,1285,1427,3624,12,11,16,1,1,0,42563
774,0,0.5,1,2,1,10,0.5,188,2,9,1480,1731,2944,8,6,2,1,1,1,19021
1068,0,0.5,1,0,1,19,0.9,197,8,9,322,875,1209,19,12,12,1,1,0,3461
1373,1,1.9,1,1,1,29,0.9,141,6,12,1220,1348,2752,15,2,7,1,1,1,29823
1777,1,3.0,0,3,0,20,0.6,188,6,5,511,616,3868,5,1,7,0,1,1,37470
594,0,0.8,0,2,1,28,0.1,132,5,3,1011,1263,3087,16,4,4,1,1,1,21283
1524,0,2.6,1,5,0,57,0.5,124,2,12,629,635,947,11,4,16,0,1,1,2151
511,1,0.6,1,12,0,50,0.1,175,3,16,140,622,1484,9,7,8,1,0,0,6314
1402,1,0.6,1,3,0,46,0.3,87,7,12,1081,1767,347,17,0,12,1,0,1,5380
965,1,0.5,0,15,0,53,1.0,131,8,19,297,653,3227,12,6,8,1,0,0,21809
1270,1,2.3,0,0,0,58,0.5,104,5,1,1512,1716,3299,13,4,16,0,0,1,44463
919,0,0.5,1,11,0,13,0.3,159,1,15,275,570,1028,8,4,17,1,0,0,4725
1963,1,1.0,0,16,1,34,0.1,157,2,17,1136,1813,714,18,2,2,1,0,1,12659
1977,0,1.3,1,2,0,31,0.4,173,8,6,1145,1356,2641,8,2,7,0,0,0,33333
1881,0,2.2,0,4,0,51,0.3,158,5,7,477,1553,1229,12,0,14,1,0,0,11077
683,0,0.7,0,5,0,19,0.9,173,4,17,954,1985,2622,16,3,5,0,0,1,19779
772,0,2.6,1,7,0,6,0.1,100,2,10,741,1471,929,13,6,18,0,1,1,4476
536,1,1.4,0,0,1,53,0.7,135,3,0,547,705,1211,15,10,7,1,0,1,6189
1694,0,1.8,0,0,0,53,1.0,186,6,0,1194,1208,1653,7,5,6,1,0,0,24727
1633,0,1.7,1,3,1,33,0.9,111,2,19,146,906,511,9,0,7,1,1,0,4272
1371,0,0.5,0,4,0,52,0.5,167,4,19,471,663,3034,13,6,8,0,0,0,22260
551,1,2.8,0,0,1,54,0.1,172,7,15,169,1916,1414,6,1,19,1,0,1,2449
1221,0,0.5,0,1,1,28,0.5,139,1,7,1895,1976,2438,13,11,10,1,1,1,37438
1000,1,0.5,0,12,0,63,0.7,179,8,18,1537,1761,3744,11,1,7,0,0,1,32806
1986,0,2.7,1,3,1,64,0.2,162,4,20,236,1520,1377,5,3,15,1,1,1,13693
1119,0,0.5,1,0,1,23,0.4,164,4,1,821,915,3520,7,4,7,1,0,0,36839
1699,0,0.5,1,1,0,59,0.5,97,4,3,466,1768,3796,17,10,12,0,1,1,34130
1099,0,0.5,0,13,1,61,0.3,146,3,20,393,1096,1699,17,10,3,1,1,1,11309
1576,0,2.6,0,7,0,58,0.2,90,3,16,400,631,336,14,8,13,1,1,1,4523
950,1,0.5,0,9,0,55,0.1,156,5,10,774,843,1095,14,12,13,0,1,0,5188
1081,1,2.5,1,13,0,49,1.0,99,3,17,284,519,325,9,1,6,0,0,1,6252
606,0,2.5,0,1,1,53,0.2,146,4,2,465,1152,1223,19,12,7,1,0,0,5636
502,0,1.5,1,7,0,37,0.2,199,2,12,705,1810,1649,6,1,14,0,1,0,11129
957,1,0.7,0,0,1,4,0.1,160,2,0,38,1682,1898,12,4,3,1,1,0,13087
1658,1,1.4,1,0,1,38,0.3,159,5,0,51,739,2609,12,11,19,1,0,0,19555
1681,1,2.5,1,6,0,18,0.3,167,1,7,850,1005,2265,5,3,20,1,1,1,20778
1983,1,0.5,1,3,0,43,1.0,87,6,10,349,676,2775,9,4,3,0,1,1,19407
1753,0,1.2,0,8,1,12,0.9,113,7,17,387,1595,1445,17,16,12,1,1,1,10772
1632,1,1.4,0,0,0,41,0.1,132,4,1,706,1623,2614,5,4,15,1,0,0,23520
1949,1,1.4,0,7,0,57,0.3,145,7,11,951,1178,356,5,3,19,0,0,0,3965
1696,0,1.7,0,1,0,13,0.9,97,3,2,179,772,523,5,0,4,0,1,1,2737
688,0,2.5,1,0,0,57,0.8,131,7,3,426,1964,3745,17,1,4,0,1,0,32067
1104,0,1.7,0,1,1,60,0.4,199,2,13,653,1413,1229,6,0,3,1,1,1,5535
1122,0,2.8,0,0,0,28,0.6,184,3,4,1578,1963,1402,14,10,3,0,1,0,12538
504,1,0.5,1,2,1,46,0.9,172,5,14,280,1795,2085,13,5,8,1,0,0,10950
1154,0,0.5,0,12,1,14,0.7,156,7,14,251,1801,587,8,3,4,1,1,1,2950
1727,0,2.1,0,2,1,63,0.6,85,7,8,1463,1992,2457,19,13,7,1,0,1,39974
1674,0,2.8,1,0,1,52,0.2,89,3,7,1432,1649,2030,7,0,6,1,0,0,21746
1948,0,2.8,1,5,1,18,0.2,135,2,14,477,571,816,16,2,3,1,0,0,6443
1218,1,2.8,1,3,0,39,0.8,150,7,14,1122,1746,1667,10,0,12,0,0,0,10975
531,0,1.1,0,10,0,63,0.7,189,7,14,145,1903,2958,17,1,19,0,1,0,20567
1057,0,2.1,0,4,0,5,0.5,154,5,13,416,1055,3705,6,4,13,1,0,0,30465
576,0,1.2,0,1,0,30,0.8,162,8,5,847,893,2800,11,6,16,0,1,1,20428
1960,1,2.1,0,1,0,7,0.2,165,7,9,868,877,3773,11,9,6,0,1,1,37903
673,1,1.7,1,3,1,22,0.1,88,1,5,594,1088,2050,7,2,17,1,1,0,10637
718,0,0.7,1,0,1,21,0.8,88,1,7,518,830,1754,17,11,9,1,0,1,11603
864,0,1.7,0,3,1,35,0.3,103,3,7,663,1805,1904,12,8,13,1,1,1,11281
547,0,1.9,1,1,0,37,0.4,154,5,4,371,541,2705,17,3,10,1,1,0,12223
623,1,0.9,0,1,1,3,0.1,102,8,7,1749,1781,3537,16,13,3,1,0,1,39713
1793,0,0.7,1,11,0,27,0.4,154,5,13,586,722,1370,16,3,19,1,0,1,12862
1720,1,0.7,1,0,0,19,0.1,137,2,3,409,646,1222,13,2,7,0,0,0,13857
812,0,0.5,1,1,0,64,1.0,106,4,7,35,1309,3102,6,0,2,0,0,0,21110
980,1,0.5,0,0,1,33,0.9,160,6,0,1008,1758,2268,7,5,4,1,1,0,21284
643,0,1.0,0,9,1,18,0.2,187,8,12,442,1079,2648,7,5,18,1,1,1,9918
1925,0,3.0,1,0,1,16,0.8,175,8,11,983,1087,2173,7,3,19,1,1,0,18844
1408,1,2.5,0,3,0,32,0.1,151,4,6,875,982,3162,19,18,3,1,0,0,38952
1522,1,0.7,1,4,0,28,0.2,124,1,5,952,1191,1368,14,5,17,1,0,1,9378
587,1,2.5,0,16,1,51,0.6,111,1,17,244,1361,2746,10,4,7,1,0,1,21797
1959,0,0.5,1,5,0,18,0.7,191,6,20,65,1055,619,7,4,8,1,1,1,4926
1872,0,0.5,1,3,0,17,0.7,89,6,6,1749,1767,724,17,3,9,1,0,1,13438
1043,1,0.5,0,7,0,42,0.1,111,3,8,716,1626,912,16,9,6,0,1,0,3787
1809,0,0.5,0,6,0,23,0.7,123,6,19,433,1661,2784,12,6,20,1,1,1,36642
1703,1,0.5,0,5,1,23,0.2,92,6,7,134,521,793,7,3,17,1,1,0,4270
1095,1,0.5,0,4,0,45,0.5,197,1,5,179,1247,560,9,1,10,1,1,0,4288
1414,0,2.6,0,1,0,27,0.6,137,4,20,804,1564,312,5,2,8,0,0,1,3746
1659,1,2.5,0,2,0,41,0.1,88,7,18,787,1515,545,12,0,9,0,1,1,5509
1540,0,0.7,1,1,0,60,0.8,197,7,12,704,822,1591,19,0,2,1,0,1,13927
1342,0,1.0,0,0,1,31,0.6,86,7,1,991,1638,2746,15,5,10,1,1,0,37792
1189,1,2.3,0,13,0,8,0.5,198,3,14,379,932,893,9,6,13,1,1,0,3435
518,1,2.4,0,0,1,62,0.6,128,6,0,489,710,2514,16,12,7,1,1,1,9199
1449,0,0.8,1,3,1,10,0.2,144,1,12,1518,1883,1032,10,0,8,1,1,1,10971
516,0,1.1,1,0,1,39,0.4,91,5,7,855,1401,819,8,0,10,1,1,1,6083
1569,0,0.8,1,8,0,59,0.9,111,3,16,1261,1383,3672,15,2,15,1,0,1,32119
1312,1,0.8,1,0,0,24,0.9,156,6,0,115,1791,3833,14,13,17,0,1,0,38051
1893,1,0.5,1,1,0,23,0.1,179,8,3,1203,1432,1482,15,7,17,0,1,0,22522
1076,0,2.5,0,3,0,14,0.2,105,5,4,545,1300,2043,7,5,14,0,0,0,11745
530,1,2.6,0,1,0,40,0.9,118,6,2,818,1090,1229,16,11,2,0,1,0,4083
1044,1,2.8,1,7,0,33,0.6,129,4,13,42,1262,1816,17,16,15,1,0,1,9595
1330,0,1.1,0,11,0,37,0.7,126,7,20,1103,1637,2166,10,1,4,1,0,0,18100
1836,0,1.1,1,0,0,14,0.7,104,5,1,168,1068,2469,18,6,7,1,1,1,21979
1741,1,0.5,0,1,1,55,0.1,140,5,3,719,755,2575,13,10,7,1,1,1,20731
1869,0,2.6,0,0,1,30,0.4,152,1,13,163,874,1375,15,3,19,1,0,0,11047
1331,0,0.5,0,8,0,55,0.9,146,3,15,1162,1531,1732,6,2,11,1,0,1,12720
1655,1,0.5,1,6,1,4,0.1,105,3,12,626,1348,673,10,3,12,1,0,0,5302
605,0,1.5,0,9,1,18,0.9,162,2,14,329,656,2301,15,9,8,1,0,0,11368
1245,1,0.6,0,2,0,30,0.7,105,5,3,330,1434,2676,17,8,7,1,0,0,19306
1709,1,0.8,0,8,1,58,0.8,136,2,10,956,1292,1781,18,3,17,1,0,0,20887
846,1,2.6,0,0,1,58,0.1,123,4,15,1140,1983,2248,16,8,13,1,0,0,16580
1403,1,2.5,1,3,0,62,0.9,90,4,13,217,1623,921,14,13,18,1,0,0,5457
688,1,1.5,0,0,0,2,1.0,89,3,2,271,869,391,5,2,8,1,1,1,5923
775,1,2.5,1,1,1,10,0.1,185,7,14,444,1555,1719,19,3,18,1,1,1,12580
1154,0,2.0,0,6,1,35,0.8,159,5,16,1003,1827,3262,16,15,16,1,0,0,35855
1375,0,0.5,1,2,1,35,0.1,194,2,3,227,772,1947,15,13,15,1,1,1,12203
1827,1,0.8,0,4,0,61,0.9,130,7,9,253,1764,2693,8,3,7,0,1,1,34613
1697,0,0.5,0,0,1,60,0.1,90,4,0,88,1046,441,15,1,11,1,1,0,6119
741,0,1.5,0,1,0,14,0.3,178,5,13,334,594,1886,19,11,9,1,1,1,3759
1672,1,0.5,1,13,1,32,0.7,174,1,20,1281,1896,1267,17,4,20,1,1,0,11090
514,1,0.7,0,4,0,57,0.1,186,3,7,168,1320,687,6,0,20,1,1,1,6030
1375,1,1.3,1,2,0,12,0.1,105,1,13,898,1687,2890,17,1,12,0,0,0,35163
989,1,1.8,1,4,1,55,0.7,124,1,12,46,1069,1737,8,5,10,1,0,1,12379
1510,1,2.5,1,11,0,47,0.7,138,2,13,118,1170,887,18,6,5,0,0,0,4821
1266,0,2.6,0,1,0,18,0.4,86,7,2,1187,1595,398,16,8,3,1,1,1,3949
1396,0,2.4,1,0,0,46,0.1,138,7,1,1191,1347,2389,7,3,15,0,0,1,22208
808,0,2.3,0,3,0,45,0.8,161,1,9,526,1324,3431,15,6,13,0,1,1,35116
1542,0,2.3,0,1,0,43,0.8,182,2,11,346,966,3601,14,4,16,0,0,0,40197
745,1,0.6,1,5,0,35,0.8,102,8,10,89,1538,2459,14,1,16,1,1,0,11662
1735,1,1.9,1,0,1,59,0.7,148,6,0,137,846,3230,6,1,9,1,1,0,33656
586,0,0.5,1,1,0,57,0.3,188,2,5,1226,1389,3646,15,4,11,1,1,1,40006
1341,1,2.1,1,0,0,36,0.4,107,8,1,473,574,2200,18,14,15,0,1,0,12988
781,1,1.3,1,1,0,64,0.2,88,2,7,368,607,3862,17,10,9,0,0,0,38935
501,1,0.5,1,14,0,22,0.5,174,6,20,239,1636,3077,17,3,17,0,0,0,19755
1224,1,1.8,1,2,1,44,0.2,139,2,9,622,709,621,11,4,14,1,1,1,5521
1970,0,1.6,1,11,1,58,0.3,80,8,19,654,882,2372,14,12,2,1,1,0,19022
618,1,2.2,1,0,1,63,0.9,138,2,1,853,1781,2574,14,3,5,1,1,0,19657
1537,0,2.9,0,11,1,46,0.8,158,4,17,686,1305,2857,17,14,2,1,1,1,35688
1018,0,2.2,0,8,0,16,0.6,153,8,10,992,1433,3143,17,12,20,0,1,0,38777
1545,0,1.3,1,15,1,35,0.1,173,5,20,115,1352,3197,14,9,6,1,0,1,34540
